Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Epithelial.cells,Goblet.cells,logEpithelialcells,logGobletcells
GAN,3.70E-22,0.233949453,0.122,0.1,1.35E-17,0.197455691,0.232173552,-0.704530344,-0.634187255
SGPP1,3.31E-69,0.233904195,0.126,0.087,1.21E-64,0.194126847,0.228251502,-0.7119144,-0.641586357
TMEM51,2.04E-41,0.233768693,0.207,0.169,7.46E-37,0.332208967,0.390601198,-0.478588649,-0.408266429
ADGRA3,1.10E-44,0.233601643,0.326,0.28,4.04E-40,0.722540776,0.849495052,-0.141137639,-0.070839146
BAZ2B,8.60E-95,0.233439877,0.554,0.473,3.15E-90,1.670369476,1.963700132,0.222812545,0.293075169
ARHGEF16,1.37E-35,0.233331571,0.186,0.152,5.00E-31,0.296212855,0.348167749,-0.528396098,-0.45821146
CEP170B,1.13E-21,0.233305451,0.122,0.1,4.13E-17,0.181326357,0.213109472,-0.741539065,-0.671397246
ZNF616,1.11E-15,0.233194784,0.034,0.024,4.05E-11,0.043931689,0.051594618,-1.357222096,-1.287395596
NPIPB2,2.99E-11,0.233119919,0.016,0.01,1.09E-06,0.019105554,0.022411944,-1.718840354,-1.649520467
GPX7,1.17E-24,0.233111106,0.011,0.005,4.27E-20,0.012805012,0.015006358,-1.892620021,-1.8237247
GLOD5,1.88E-18,0.232976433,0.063,0.048,6.87E-14,0.07100658,0.08340676,-1.148701406,-1.078798749
SEC63,1.57E-103,0.232844941,0.368,0.298,5.73E-99,0.778707846,0.915054309,-0.10862545,-0.038553129
AC107223.1,3.15E-14,0.232832767,0.028,0.02,1.15E-09,0.038337552,0.045007765,-1.416375619,-1.346712552
ZNF529-AS1,1.33E-06,0.23251895,0.04,0.034,0.048655709,0.056305766,0.066108541,-1.249447127,-1.17974243
NBPF12,7.15E-19,0.232482695,0.101,0.082,2.62E-14,0.14326505,0.168271426,-0.843859744,-0.773989624
OMA1,1.91E-08,0.232339097,0.076,0.066,0.000700209,0.111157584,0.130536811,-0.954060902,-0.884267003
PGAP3,1.13E-12,0.232138556,0.076,0.063,4.14E-08,0.101237992,0.118867357,-0.994656479,-0.924937395
EIF3G,9.95E-155,0.232064422,0.456,0.352,3.64E-150,0.875808202,1.028605125,-0.057590992,0.012248684
KIF5B,1.24E-87,0.231914022,0.537,0.46,4.53E-83,1.421046716,1.668821631,0.152608355,0.22240992
TMEM192,1.21E-45,0.23177436,0.149,0.115,4.42E-41,0.203914901,0.239408607,-0.690551036,-0.620860241
CLN3,8.53E-50,0.231772116,0.223,0.18,3.12E-45,0.345889385,0.40612553,-0.461062766,-0.391339709
CISD3,6.32E-88,0.231382539,0.485,0.419,2.31E-83,1.259008498,1.477980646,0.100028662,0.169668747
MVP,5.93E-194,0.23120088,0.61,0.481,2.17E-189,1.621356965,1.903123386,0.209878642,0.279466946
PSAT1,2.37E-42,0.23101682,0.034,0.019,8.68E-38,0.04336746,0.050854493,-1.362836009,-1.293670671
SLC9A2,3.00E-59,0.230961322,0.24,0.19,1.10E-54,0.530682459,0.622773562,-0.275165267,-0.205669832
LCORL,6.77E-139,0.230567177,0.514,0.41,2.48E-134,1.349437333,1.58324535,0.130152721,0.199548221
SMARCAD1,5.74E-36,0.230541106,0.206,0.171,2.10E-31,0.368086979,0.431822978,-0.434049545,-0.364694252
LINC00271,5.49E-09,0.230530659,0.041,0.033,0.000200921,0.063443381,0.074391745,-1.19761368,-1.128475256
RTN4,7.99E-195,0.230284775,0.659,0.542,2.92E-190,2.193259985,2.572795523,0.341090115,0.410405271
TTI2,4.21E-11,0.230241504,0.055,0.045,1.54E-06,0.077157872,0.090464352,-1.112619759,-1.043522522
RNMT,2.76E-51,0.230096158,0.262,0.215,1.01E-46,0.480517465,0.563560994,-0.318290823,-0.249059074
SLC27A2,3.00E-55,0.229976523,0.173,0.132,1.10E-50,0.237881648,0.278947123,-0.623639061,-0.554478114
PRADC1,4.33E-49,0.229906317,0.16,0.122,1.58E-44,0.207974737,0.243859953,-0.681989416,-0.612859514
UTP25,2.79E-22,0.229895305,0.07,0.053,1.02E-17,0.093267482,0.109335176,-1.030269748,-0.961240091
RBM39,4.45E-236,0.229814306,0.671,0.54,1.63E-231,1.950498304,2.287273904,0.290145577,0.359318175
SLX4IP,2.14E-39,0.229717204,0.212,0.174,7.83E-35,0.376672615,0.44164397,-0.424035953,-0.354927695
PFDN1,8.55E-65,0.229610037,0.246,0.194,3.13E-60,0.373438524,0.437819131,-0.427780883,-0.358705266
GLA,4.75E-22,0.229609738,0.098,0.079,1.74E-17,0.155273081,0.18201619,-0.808903829,-0.73988998
RPL23,3.44E-199,0.229513998,0.758,0.617,1.26E-194,4.179067986,4.899661892,0.621079436,0.690166112
CPM,1.43E-66,0.229227121,0.166,0.122,5.22E-62,0.339750821,0.398213973,-0.468839485,-0.399883505
MAZ,4.00E-33,0.228990157,0.228,0.194,1.46E-28,0.396424151,0.464570515,-0.401839895,-0.332948357
SF3B6,1.58E-160,0.228786107,0.502,0.397,5.78E-156,1.111341701,1.302279887,0.045847611,0.114704333
CNTN4,1.37E-155,0.228740002,0.407,0.293,5.00E-151,1.219657081,1.429163431,0.086237742,0.155081895
SRCIN1,4.31E-07,0.228433894,0.01,0.007,0.01576636,0.016053962,0.018763962,-1.794417767,-1.726675449
RHOB,1.06E-228,0.228338445,0.225,0.133,3.87E-224,0.526784844,0.617076269,-0.278366729,-0.209661155
C3orf85,1.42E-95,0.227957286,0.315,0.251,5.21E-91,1.218356581,1.426865125,0.085774414,0.154382923
SLC49A4,1.39E-14,0.227866165,0.11,0.094,5.07E-10,0.197490213,0.231236831,-0.704454421,-0.635942991
TARBP2,1.02E-09,0.227724795,0.044,0.035,3.74E-05,0.050394791,0.058967373,-1.297614347,-1.229388219
DUSP18,4.34E-20,0.227536609,0.119,0.098,1.59E-15,0.176702723,0.206845302,-0.752756759,-0.684354339
EMP1,3.63E-104,0.226949115,0.243,0.18,1.33E-99,0.885689462,1.036528915,-0.052718523,0.015581422
IRF2BP1,7.96E-08,0.226812659,0.033,0.026,0.002913159,0.04267729,0.049898689,-1.369803164,-1.301910862
ZSCAN5A,3.25E-14,0.226809753,0.108,0.092,1.19E-09,0.174992139,0.204739288,-0.75698146,-0.688798811
UQCR10,2.04E-206,0.226614941,0.763,0.629,7.46E-202,3.493511316,4.087665465,0.543262154,0.611475346
GHR,2.17E-52,0.226498904,0.088,0.059,7.96E-48,0.18540861,0.216882357,-0.731870102,-0.663775776
PRPF19,1.76E-25,0.226434814,0.135,0.111,6.45E-21,0.193748895,0.226630355,-0.712760765,-0.64468192
CCDC28A,1.13E-44,0.226336086,0.147,0.113,4.14E-40,0.203018828,0.237459368,-0.692463684,-0.624410692
MPND,3.48E-22,0.2261715,0.133,0.11,1.27E-17,0.181812723,0.212626927,-0.740375728,-0.672381738
CBWD6,2.77E-10,0.225660172,0.055,0.045,1.02E-05,0.076856756,0.089825267,-1.114317952,-1.046601482
TMED7,2.78E-75,0.225657218,0.255,0.199,1.02E-70,0.419227087,0.490162069,-0.377550664,-0.309660299
PSMA3-AS1,2.18E-41,0.225373009,0.204,0.166,7.97E-37,0.32000399,0.37406582,-0.494844607,-0.427051973
CAPZB,4.84E-253,0.225251034,0.585,0.449,1.77E-248,1.41967212,1.659524942,0.152188054,0.219983784
TBX3,7.68E-08,0.224855667,0.11,0.098,0.002812673,0.179787975,0.210066793,-0.74523936,-0.677642594
ZNF280D,1.33E-30,0.2248412,0.261,0.226,4.86E-26,0.513898239,0.600522181,-0.28912287,-0.221470947
SAR1A,1.52E-96,0.224602126,0.234,0.172,5.56E-92,0.359631542,0.420168978,-0.444142225,-0.376576016
SCAF11,1.72E-101,0.224596692,0.534,0.458,6.28E-97,1.450832811,1.69518213,0.161617369,0.229216366
DDX23,1.90E-22,0.224523166,0.154,0.13,6.94E-18,0.246048359,0.28743641,-0.608979527,-0.54145822
COLGALT1,1.01E-17,0.224510555,0.087,0.071,3.71E-13,0.125034602,0.146043746,-0.902969785,-0.835517035
SFXN4,2.63E-38,0.224239666,0.186,0.151,9.61E-34,0.265793348,0.310445256,-0.575455892,-0.508014972
EXOSC1,2.16E-43,0.224152178,0.137,0.104,7.92E-39,0.184877175,0.215909007,-0.733116703,-0.66572924
R3HCC1L,1.12E-59,0.223893997,0.281,0.229,4.10E-55,0.557302133,0.65081861,-0.253909295,-0.186540037
TSPAN14,2.93E-77,0.223888486,0.207,0.155,1.07E-72,0.342374158,0.39980666,-0.465499023,-0.398149976
DCXR,1.59E-119,0.223886524,0.307,0.23,5.82E-115,0.520494451,0.607828448,-0.283583896,-0.216218978
RBM3,7.20E-134,0.223736175,0.486,0.393,2.64E-129,1.205036858,1.407142118,0.081000331,0.148337962
PANX1,3.23E-13,0.223708793,0.042,0.032,1.18E-08,0.055579199,0.064857304,-1.255087716,-1.188041108
SFXN3,2.29E-55,0.223691847,0.132,0.094,8.39E-51,0.185474005,0.216537038,-0.731716949,-0.664467807
SHLD2,7.51E-106,0.22346186,0.324,0.249,2.75E-101,0.583429065,0.681127705,-0.234011939,-0.166771454
GASAL1,2.70E-07,0.223341571,0.02,0.015,0.009864229,0.02179904,0.025404662,-1.661562625,-1.595086576
ZNF622,6.67E-70,0.223279686,0.185,0.137,2.44E-65,0.268001832,0.312816867,-0.571862237,-0.504709838
AC009120.2,9.48E-39,0.22279673,0.138,0.107,3.47E-34,0.214377853,0.250133304,-0.668820084,-0.601828481
MIIP,5.74E-08,0.222787136,0.057,0.048,0.002100782,0.078197869,0.091211519,-1.106805082,-1.039950314
FKTN,5.02E-08,0.222717636,0.104,0.092,0.001836708,0.166288969,0.194003242,-0.77913656,-0.712191013
TM4SF5,6.52E-118,0.222402881,0.408,0.322,2.39E-113,1.211919937,1.413872549,0.08347393,0.150410262
HOXA9,3.57E-12,0.222283291,0.086,0.073,1.30E-07,0.130715196,0.152445231,-0.883673922,-0.816886157
NMI,2.77E-25,0.222282583,0.146,0.121,1.01E-20,0.208333816,0.242993319,-0.681240231,-0.614405667
LANCL2,3.61E-17,0.222188686,0.153,0.132,1.32E-12,0.242939848,0.283345504,-0.614501245,-0.547683675
ZNF749,2.32E-16,0.222140886,0.075,0.06,8.50E-12,0.092895693,0.108315118,-1.032004422,-0.965310924
FAAH,1.24E-26,0.221974309,0.167,0.139,4.54E-22,0.241717516,0.281877755,-0.616691877,-0.549939196
FTO,3.35E-107,0.221930169,0.314,0.241,1.23E-102,0.666863474,0.777713848,-0.17596307,-0.109180168
PIGBOS1,7.17E-14,0.221774323,0.083,0.069,2.62E-09,0.109470126,0.127616142,-0.960704383,-0.894094387
ATP5F1E,1.49E-153,0.221714765,0.843,0.742,5.46E-149,6.235609573,7.271417218,0.794878915,0.861619064
CRB3,2.06E-44,0.221574778,0.155,0.12,7.53E-40,0.210882113,0.245845435,-0.675960256,-0.609337852
SAP18,1.35E-185,0.221498789,0.564,0.446,4.95E-181,1.356588802,1.581662594,0.132448228,0.199113844
PCTP,1.24E-13,0.221490371,0.08,0.066,4.54E-09,0.112660302,0.131310563,-0.948229088,-0.881700336
GPR157,5.94E-12,0.221467853,0.044,0.034,2.17E-07,0.056084857,0.065346113,-1.251154381,-1.184780239
COPA,4.69E-147,0.221404222,0.488,0.391,1.72E-142,1.092327636,1.27346533,0.038352922,0.104987126
C19orf54,4.35E-14,0.221367277,0.046,0.035,1.59E-09,0.058881289,0.068601741,-1.23002269,-1.163664865
SPAG7,1.64E-60,0.221329283,0.225,0.178,5.99E-56,0.323963135,0.377634271,-0.489504407,-0.4229286
RNF24,4.47E-38,0.221269955,0.147,0.115,1.64E-33,0.288824078,0.336655057,-0.539366604,-0.472814857
PPP2R5A,7.57E-60,0.221196635,0.302,0.25,2.77E-55,0.583760946,0.680445872,-0.233764963,-0.167206416
AC240274.1,8.08E-10,0.221186267,0.054,0.044,2.96E-05,0.068962242,0.08034441,-1.161388629,-1.095044335
CMC4,7.65E-11,0.220962785,0.07,0.058,2.80E-06,0.077970955,0.090831712,-1.108067147,-1.041762499
BNIP3L,5.64E-78,0.220795387,0.195,0.144,2.06E-73,0.308247047,0.359179377,-0.511101075,-0.444688608
ANKRD36,1.12E-73,0.220671169,0.211,0.16,4.10E-69,0.46389419,0.54052026,-0.333581067,-0.267188023
ZFAS1,1.66E-212,0.220375398,0.65,0.502,6.08E-208,2.069485127,2.410981808,0.315862309,0.382193933
BCR,1.63E-67,0.220373434,0.154,0.111,5.95E-63,0.227578791,0.265092974,-0.642868214,-0.576601782
SYMPK,2.20E-74,0.220351551,0.21,0.159,8.05E-70,0.337835224,0.393539621,-0.471295071,-0.405011538
ZNF23,6.74E-08,0.220163753,0.038,0.031,0.002465794,0.053103397,0.061814023,-1.274877693,-1.208912992
CCDC57,5.11E-48,0.220127618,0.176,0.137,1.87E-43,0.267425831,0.311463093,-0.572796646,-0.506593409
OSBP2,2.88E-23,0.219947534,0.076,0.058,1.05E-18,0.127698572,0.148685097,-0.893813959,-0.827732559
TMCO4,6.58E-41,0.219898015,0.178,0.143,2.41E-36,0.296192106,0.344916197,-0.528426521,-0.462286411
NPRL2,2.30E-20,0.219839446,0.07,0.054,8.43E-16,0.090108022,0.10489585,-1.045236542,-0.979241693
COX6C,2.82E-162,0.219778325,0.836,0.734,1.03E-157,5.728667173,6.671301595,0.758053591,0.824210575
PER2,4.02E-38,0.219679855,0.209,0.173,1.47E-33,0.360625096,0.419894652,-0.442944054,-0.376859657
CMIP,2.12E-243,0.219644214,0.516,0.389,7.75E-239,1.295000678,1.507914546,0.112269996,0.178376731
DDX49,2.00E-37,0.219630104,0.129,0.099,7.33E-33,0.163621279,0.190482032,-0.786160216,-0.720145985
MYL4,4.68E-11,0.219480077,0.012,0.007,1.71E-06,0.012825822,0.014888971,-1.891914776,-1.827135325
PRXL2A,3.70E-139,0.219402044,0.366,0.279,1.35E-134,0.638094041,0.742857272,-0.195115311,-0.129094621
NOXA1,1.40E-32,0.218959057,0.157,0.127,5.11E-28,0.228667251,0.266100011,-0.64079603,-0.574955107
CEP76,1.41E-14,0.218886859,0.045,0.034,5.18E-10,0.057974273,0.067428187,-1.236764688,-1.17115852
AC096677.1,4.13E-26,0.218735381,0.079,0.059,1.51E-21,0.108337058,0.126028933,-0.965222962,-0.899529741
SLC35E2A,1.46E-13,0.218592889,0.07,0.057,5.36E-09,0.102132105,0.118796409,-0.990837716,-0.925196687
RSBN1L,3.10E-72,0.218546158,0.333,0.275,1.13E-67,0.64474976,0.750160999,-0.190608811,-0.124845519
CFAP410,1.38E-19,0.218533747,0.095,0.077,5.04E-15,0.126698405,0.147375665,-0.897228854,-0.831574222
AC025159.1,2.75E-23,0.21841421,0.15,0.125,1.01E-18,0.246989125,0.287316174,-0.607322168,-0.541639926
SDF2L1,6.26E-129,0.218380346,0.302,0.222,2.29E-124,0.564160451,0.656315024,-0.248597362,-0.182887654
UQCRB,6.36E-181,0.218301879,0.774,0.649,2.33E-176,3.669078987,4.268428055,0.564557061,0.630267966
ILVBL,8.68E-48,0.218277438,0.245,0.201,3.18E-43,0.371461097,0.432092621,-0.430086663,-0.36442315
BAIAP2L1,3.87E-113,0.217999709,0.424,0.337,1.42E-108,0.952955765,1.108357404,-0.020927258,0.044679827
ENPEP,1.06E-69,0.217744623,0.34,0.283,3.87E-65,1.292939464,1.503533302,0.111578192,0.177113052
DHRS1,8.06E-66,0.217659916,0.215,0.167,2.95E-61,0.328365091,0.381793673,-0.48364302,-0.418171273
SUPT5H,1.86E-77,0.217602371,0.239,0.184,6.82E-73,0.392982896,0.456915995,-0.405626352,-0.340163639
G0S2,1.34E-13,0.217589098,0.066,0.053,4.92E-09,0.124896663,0.145184118,-0.903449164,-0.838080889
C1orf210,7.59E-61,0.217492686,0.174,0.131,2.78E-56,0.240571623,0.279670974,-0.618755602,-0.553352606
WEE1,1.02E-29,0.217417013,0.11,0.085,3.72E-25,0.157044841,0.182543879,-0.803976325,-0.738632725
BRMS1L,2.32E-10,0.217239046,0.054,0.044,8.48E-06,0.080723099,0.093796818,-1.093002172,-1.027811895
SMIM7,1.19E-79,0.217078781,0.303,0.241,4.36E-75,0.501781874,0.583215672,-0.299485031,-0.234170814
TANC1,1.15E-75,0.216798141,0.376,0.313,4.22E-71,0.840738152,0.977020767,-0.075339244,-0.010096205
PISD,2.87E-47,0.216743647,0.173,0.135,1.05E-42,0.263912601,0.306650508,-0.578539873,-0.513356312
SAT1,2.56E-184,0.216402499,0.715,0.613,9.38E-180,3.590201863,4.171170049,0.555118868,0.620257895
RNPEPL1,1.09E-25,0.216401722,0.197,0.168,4.00E-21,0.312069071,0.362527564,-0.505749272,-0.440658967
CCDC180,2.96E-13,0.216342303,0.019,0.013,1.08E-08,0.02420528,0.028076983,-1.616089887,-1.551649554
KBTBD3,1.82E-13,0.216291099,0.065,0.052,6.68E-09,0.088521494,0.102794904,-1.052951266,-0.988028415
BAZ1A,1.88E-165,0.216098364,0.415,0.315,6.87E-161,0.86017577,0.999125456,-0.065412795,-0.000379976
SIPA1L3,2.05E-227,0.216050189,0.605,0.464,7.50E-223,1.727116861,2.00608677,0.237321724,0.302349714
P3H1,2.68E-24,0.215807448,0.026,0.016,9.80E-20,0.035016175,0.04062183,-1.455731293,-1.391240517
KAT6B,6.65E-139,0.21578391,0.37,0.283,2.43E-134,0.803580554,0.933181703,-0.094970582,-0.030033785
DPY30,2.85E-77,0.215698296,0.285,0.224,1.04E-72,0.44462569,0.516284297,-0.352005448,-0.287111084
LRRC4C,2.49E-21,0.215695262,0.016,0.009,9.10E-17,0.048958114,0.056808931,-1.310175319,-1.245583386
OXLD1,4.20E-17,0.215531101,0.142,0.122,1.54E-12,0.207411935,0.240788149,-0.683166257,-0.618364891
TMEM144,3.48E-21,0.214970346,0.169,0.144,1.28E-16,0.264221437,0.306632212,-0.578031949,-0.513382223
REX1BD,1.50E-80,0.214918512,0.343,0.277,5.50E-76,0.604584354,0.701659449,-0.218543096,-0.153873622
WBP2NL,2.61E-15,0.214910621,0.065,0.051,9.54E-11,0.093075664,0.107982254,-1.031163855,-0.96664761
C1orf122,4.98E-48,0.214870653,0.188,0.148,1.82E-43,0.274783264,0.318869075,-0.561009722,-0.496387598
CWC25,6.32E-61,0.214863202,0.174,0.13,2.31E-56,0.250343647,0.290502958,-0.601463425,-0.536849441
PTBP1,6.92E-75,0.214749889,0.307,0.246,2.53E-70,0.528250258,0.612991513,-0.277160282,-0.212545538
ZNF490,8.30E-33,0.214469578,0.079,0.058,3.04E-28,0.114001357,0.132228837,-0.943089979,-0.878673822
LMNA,3.09E-178,0.214467237,0.562,0.442,1.13E-173,1.442126071,1.67321901,0.159003228,0.22355279
ZNF248,3.48E-27,0.21443363,0.147,0.12,1.27E-22,0.25314569,0.293667522,-0.596629462,-0.532144081
ACADS,3.71E-62,0.214221959,0.374,0.321,1.36E-57,0.778936851,0.903583251,-0.10849775,-0.044031828
NUP214,2.65E-51,0.214216706,0.252,0.207,9.69E-47,0.461161793,0.534937412,-0.336146681,-0.271697028
TRIR,9.96E-213,0.214190493,0.533,0.408,3.65E-208,1.158084006,1.343394268,0.063740064,0.128203491
KLHL22,1.11E-39,0.214104221,0.072,0.049,4.06E-35,0.109026879,0.126425029,-0.962466421,-0.898166939
RIN2,1.17E-102,0.214005517,0.478,0.389,4.28E-98,1.170499581,1.357622905,0.068371262,0.132779156
RETREG1,7.05E-119,0.213899119,0.341,0.261,2.58E-114,0.732065829,0.849019181,-0.135449865,-0.071082498
ING5,2.98E-25,0.213867456,0.166,0.139,1.09E-20,0.262487271,0.304386577,-0.580891753,-0.516574503
CHD6,2.74E-79,0.21373689,0.276,0.217,1.00E-74,0.613082626,0.710940301,-0.212480991,-0.148166866
PRKAR1B,2.50E-36,0.213679605,0.171,0.138,9.17E-32,0.258050317,0.299201661,-0.588295603,-0.524036
BRMS1,6.29E-34,0.213648123,0.154,0.124,2.30E-29,0.21793498,0.252676713,-0.661673056,-0.597434782
THAP7,2.10E-24,0.213338162,0.112,0.089,7.69E-20,0.153110885,0.17746746,-0.814993933,-0.750881267
GOLT1B,2.00E-42,0.213266734,0.119,0.089,7.31E-38,0.185379492,0.214867998,-0.731938313,-0.667828263
SDF2,2.52E-48,0.213241004,0.192,0.152,9.22E-44,0.275102323,0.31887891,-0.560505742,-0.496374203
BFAR,3.93E-58,0.213216403,0.264,0.215,1.44E-53,0.42822016,0.49637836,-0.368332891,-0.30418716
MIDN,2.17E-126,0.213018351,0.327,0.245,7.93E-122,0.632668894,0.733288929,-0.198823518,-0.134724872
PCK2,7.77E-85,0.212650153,0.403,0.336,2.84E-80,1.157747411,1.341570608,0.063613819,0.127613535
SHB,7.86E-73,0.212572569,0.174,0.127,2.88E-68,0.269563656,0.312313231,-0.569338662,-0.505409617
PGLS,1.01E-105,0.212408337,0.4,0.32,3.69E-101,0.742691862,0.860453804,-0.129191335,-0.065272441
GAS2L1,1.90E-14,0.212343159,0.061,0.048,6.96E-10,0.074735106,0.086541371,-1.126475347,-1.062776228
BDNF-AS,2.64E-09,0.211923548,0.088,0.076,9.67E-05,0.143653664,0.166339829,-0.842683291,-0.779003748
CHTOP,2.96E-46,0.211372331,0.172,0.135,1.08E-41,0.244841958,0.283430958,-0.611114156,-0.547552715
EEF2,1.85E-190,0.211308284,0.814,0.707,6.77E-186,4.950595071,5.731445608,0.694657405,0.758264175
COX10,1.96E-60,0.211133871,0.251,0.201,7.16E-56,0.441373181,0.510888183,-0.355194059,-0.291674142
CDK7,2.08E-26,0.211029795,0.113,0.089,7.62E-22,0.158334933,0.183230557,-0.800423256,-0.737002099
ZBTB24,3.09E-29,0.210825247,0.082,0.061,1.13E-24,0.12100192,0.139997209,-0.917207737,-0.853880624
EEF1AKMT2,2.30E-27,0.210800905,0.181,0.153,8.41E-23,0.293595272,0.339742394,-0.532250943,-0.468850257
COX19,7.91E-29,0.210797271,0.167,0.139,2.90E-24,0.236780635,0.273988393,-0.625653818,-0.562267835
PTRHD1,7.09E-77,0.21060375,0.305,0.243,2.59E-72,0.515151625,0.596074846,-0.288064926,-0.224699205
PDIA3,1.36E-124,0.210494086,0.63,0.54,4.97E-120,2.07345985,2.399123653,0.31669563,0.380052632
BAG6,4.35E-73,0.210210362,0.249,0.193,1.59E-68,0.373107182,0.431587231,-0.428166392,-0.364931413
PPIL2,8.91E-27,0.209714493,0.158,0.131,3.26E-22,0.251002397,0.290229684,-0.600322131,-0.537258171
SPATA20,1.35E-10,0.209696138,0.096,0.083,4.94E-06,0.143351057,0.165733181,-0.8435991,-0.780590534
ARHGAP12,7.74E-73,0.209677295,0.383,0.321,2.83E-68,0.849897654,0.982802331,-0.070633369,-0.007533822
TAPBP,1.43E-150,0.20954066,0.519,0.413,5.23E-146,1.18693299,1.372429939,0.074426201,0.137490183
PRRG2,6.94E-10,0.209481484,0.085,0.073,2.54E-05,0.119288757,0.13788594,-0.923400485,-0.860480017
RPARP-AS1,1.03E-06,0.20923563,0.049,0.041,0.037761486,0.065307583,0.075456121,-1.185036392,-1.122305525
SLC39A9,5.67E-53,0.209218477,0.243,0.196,2.08E-48,0.401352685,0.463944117,-0.396473827,-0.333534328
HIGD2A,1.06E-169,0.209215335,0.515,0.399,3.88E-165,1.259574937,1.456098876,0.100224011,0.163190867
COQ4,4.13E-89,0.20907338,0.283,0.219,1.51E-84,0.432980019,0.500456927,-0.363532145,-0.300633295
NMRK1,4.06E-66,0.209028706,0.186,0.14,1.49E-61,0.280217721,0.323862007,-0.552504403,-0.489639997
AL050309.1,2.12E-49,0.208769885,0.294,0.245,7.74E-45,0.72297351,0.835497808,-0.140877615,-0.078054685
TMEM39B,8.73E-08,0.208689038,0.046,0.038,0.00319513,0.0624372,0.072110396,-1.204556581,-1.142002118
HYKK,1.82E-21,0.208436233,0.08,0.062,6.65E-17,0.098243349,0.113469434,-1.00769684,-0.945121112
MPDU1,6.08E-39,0.208381179,0.198,0.162,2.23E-34,0.303041436,0.35008697,-0.518497985,-0.455824052
COPS7A,1.06E-19,0.208349227,0.081,0.064,3.88E-15,0.104254219,0.120407339,-0.981906361,-0.919347042
USE1,5.44E-17,0.208348593,0.118,0.099,1.99E-12,0.156681404,0.180979816,-0.804982545,-0.742369858
CHMP6,1.51E-21,0.208166438,0.104,0.083,5.51E-17,0.140715136,0.162512424,-0.851659184,-0.789113432
PIGL,1.06E-36,0.208142928,0.258,0.221,3.88E-32,0.489056744,0.564914078,-0.310640748,-0.248017602
ISG20L2,1.42E-40,0.208030203,0.107,0.079,5.19E-36,0.143945539,0.166228543,-0.84180179,-0.779294401
CSNK1A1,2.14E-171,0.208017734,0.657,0.545,7.82E-167,1.999204585,2.309236799,0.300857239,0.36346847
GCH1,8.50E-115,0.207979873,0.203,0.14,3.11E-110,0.322728551,0.372729577,-0.491162612,-0.428606144
ENOSF1,1.14E-81,0.207942349,0.365,0.296,4.17E-77,0.697666917,0.805788552,-0.156351871,-0.093778907
CCDC91,1.80E-87,0.207890742,0.456,0.379,6.60E-83,1.233058521,1.424136124,0.090983689,0.153551503
FBXL6,1.11E-12,0.207579371,0.116,0.1,4.06E-08,0.169028597,0.195141227,-0.772039814,-0.709650968
ADCY6,2.58E-28,0.207521114,0.183,0.152,9.43E-24,0.293501728,0.338862772,-0.532389338,-0.469976141
PIN1,1.79E-61,0.207212998,0.198,0.152,6.53E-57,0.278771657,0.321785181,-0.554751384,-0.49243396
ZNF682,1.13E-16,0.207172299,0.046,0.034,4.15E-12,0.061992936,0.0715217,-1.207657797,-1.145562173
CPD,1.37E-103,0.207131605,0.361,0.283,5.01E-99,0.757468745,0.8743705,-0.120635282,-0.058304503
RASAL2,5.81E-46,0.207105328,0.382,0.333,2.13E-41,0.979249249,1.130371265,-0.009106753,0.053221109
CHCHD10,6.86E-176,0.207014051,0.735,0.626,2.51E-171,3.523764349,4.067425026,0.547006857,0.609319556
SCP2,5.78E-186,0.206768862,0.713,0.586,2.12E-181,2.454070098,2.832199139,0.389886964,0.452123786
THAP6,1.65E-11,0.206756715,0.114,0.099,6.04E-07,0.187052289,0.215830932,-0.728036973,-0.665886314
SUGP1,9.43E-23,0.206742353,0.091,0.071,3.45E-18,0.130173937,0.150186654,-0.885475961,-0.823368658
